name	drugA	drugB	concA	concB	zip
156	172	77	0.1007	0.0504	0.253302665264372
156	172	77	0.1007	1	0.162100297029025
156	172	77	0.551	0	0
156	172	77	0.551	0.0184	-0.00709914896767554
156	172	77	0.551	0.0504	0.115277434917351
156	172	77	0.551	1	0.155034045428026
156	172	77	8.616	0	0
156	172	77	8.616	0.0184	0.151119536283614
156	172	77	8.616	0.0504	0.19687682359765
156	172	77	8.616	1	-0.0215729528189142
156	172	76	0	0	0
156	172	76	0	0.001	0
156	172	76	0	0.0059	0
156	172	76	0	0.0119	0
156	172	76	0.1007	0	0
156	172	76	0.1007	0.001	0.151624010711497
156	172	76	0.1007	0.0059	0.0429974317548644
156	172	76	0.1007	0.0119	0.055173444868483
156	172	76	0.551	0	0
156	172	76	0.551	0.001	0.524409315279306
156	172	76	0.551	0.0059	0.280217196075796
156	172	76	0.551	0.0119	0.14205957751228
156	172	76	8.616	0	0
156	172	76	8.616	0.001	0.248546165336488
156	172	76	8.616	0.0059	0.125433986976083
156	172	76	8.616	0.0119	0.0652811442100558
156	172	179	0	0	0
156	172	179	0	0.9533	0
156	172	179	0	2.143	0
156	172	179	0	4.3128	0
156	172	179	0.1007	0	0
156	172	179	0.1007	0.9533	0.0151590410340752
156	172	179	0.1007	2.143	0.0139754502718633
156	172	179	0.1007	4.3128	0.020969189150946
156	172	179	0.551	0	0
156	172	179	0.551	0.9533	0.015326593327015
156	172	179	0.551	2.143	0.0145002709187624
156	172	179	0.551	4.3128	0.022082217618901
156	172	179	8.616	0	0
156	172	179	8.616	0.9533	0.0148668173644191
156	172	179	8.616	2.143	0.0188848973241242
156	172	179	8.616	4.3128	0.0341888459062663
156	172	175	0	0	0
156	172	175	0	0.2087	0
156	172	175	0	0.4894	0
156	172	175	0	0.9389	0
156	172	175	0.1007	0	0
156	172	175	0.1007	0.2087	0.038754791892828
156	172	175	0.1007	0.4894	-0.011084631947281
156	172	175	0.1007	0.9389	0.0237243194503003
156	172	175	0.551	0	0
156	172	175	0.551	0.2087	0.0470255841663739
156	172	175	0.551	0.4894	-0.0407221901692876
156	172	175	0.551	0.9389	-0.00709173449036172
156	172	175	8.616	0	0
156	172	175	8.616	0.2087	0.366892647819735
156	172	175	8.616	0.4894	0.158917111246168
156	172	175	8.616	0.9389	0.0534562494551562
156	172	2	0	0	0
156	172	2	0	0.3239	0
156	172	2	0	0.5941	0
156	172	2	0	1.3714	0
156	172	2	0.1007	0	0
156	172	2	0.1007	0.3239	0.0850687034814214
156	172	2	0.1007	0.5941	-0.00802631771132056
156	172	2	0.1007	1.3714	0.00149117115001744
156	172	2	0.551	0	0
156	172	2	0.551	0.3239	0.0627163745222006
156	172	2	0.551	0.5941	-0.0429356164891018
156	172	2	0.551	1.3714	-0.0166182273421748
156	172	2	8.616	0	0
156	172	2	8.616	0.3239	0.333838411754987
156	172	2	8.616	0.5941	0.143197322115046
156	172	2	8.616	1.3714	0.0208610195939701
156	172	176	0	0	0
156	172	176	0	0.27	0
156	172	176	0	0.5	0
156	172	176	0	1.3	0
156	172	176	0.1007	0	0
156	172	176	0.1007	0.27	-0.043211201854931
156	172	176	0.1007	0.5	0.0119289259768159
156	172	176	0.1007	1.3	0.0464581458689459
156	172	176	0.551	0	0
156	172	176	0.551	0.27	-0.0843467765551539
156	172	176	0.551	0.5	0.0031975636798326
156	172	176	0.551	1.3	0.0476316409099626
156	172	176	8.616	0	0
156	172	176	8.616	0.27	-0.0381156535185475
156	172	176	8.616	0.5	-0.0446332035315828
156	172	176	8.616	1.3	0.00933778818488662
156	172	45	0	0	0
156	172	45	0	0.0416	0
156	172	45	0	0.1	0
156	172	45	0	0.5	0
156	172	45	0.1007	0	0
156	172	45	0.1007	0.0416	0
156	172	45	0.1007	0.1	0
156	172	45	0.1007	0.5	3.71219641692733e-10
156	172	45	0.551	0	0
156	172	45	0.551	0.0416	0
156	172	45	0.551	0.1	0
156	172	45	0.551	0.5	3.78537379219779e-10
156	172	45	8.616	0	0
156	172	45	8.616	0.0416	-0.130924850941641
156	172	45	8.616	0.1	-0.129742026747906
