name	drugA	drugB	concA	concB	hsa
202	164	2015	7.5e-09	1e-05	0
202	164	2015	7.5e-09	1.4e-05	-0.367078774
202	164	2015	1e-08	0	-0.476514198
202	164	2015	1e-08	1e-07	-0.343433034
202	164	2015	1e-08	2.5e-07	-0.395307433
202	164	2015	1e-08	5e-07	-0.385225366
202	164	2015	1e-08	1e-06	0
202	164	2015	1e-08	2e-06	-0.464421953
202	164	2015	1e-08	4e-06	-0.569582077
202	164	2015	1e-08	6e-06	-0.417695819
202	164	2015	1e-08	1e-05	-0.404671982
202	164	2015	1e-08	1.4e-05	-0.388110225
203	164	2015	0	0	0
203	164	2015	0	1e-07	0
203	164	2015	0	2.5e-07	0
203	164	2015	0	5e-07	0
203	164	2015	0	1e-06	0
203	164	2015	0	2e-06	0
203	164	2015	0	4e-06	0
203	164	2015	0	6e-06	-0.00473883900000004
203	164	2015	0	1e-05	-0.047133602
203	164	2015	0	1.4e-05	-0.030677847
203	164	2015	1e-09	0	-0.000850415999999967
203	164	2015	1e-09	1e-07	-0.0793913500000001
203	164	2015	1e-09	2.5e-07	0
203	164	2015	1e-09	5e-07	-0.0398607699999999
203	164	2015	1e-09	1e-06	-0.091348472
203	164	2015	1e-09	2e-06	-0.0559464629999999
203	164	2015	1e-09	4e-06	-0.0457837120000001
203	164	2015	1e-09	6e-06	-0.052630475
203	164	2015	1e-09	1e-05	0
203	164	2015	1e-09	1.4e-05	-0.07419448
203	164	2015	2.5e-09	0	-0.0917678379999999
203	164	2015	2.5e-09	1e-07	-0.0796511449999998
203	164	2015	2.5e-09	2.5e-07	-0.096580067
203	164	2015	2.5e-09	5e-07	-0.124971168
203	164	2015	2.5e-09	1e-06	0
203	164	2015	2.5e-09	2e-06	-0.0975550940000001
203	164	2015	2.5e-09	4e-06	-0.133211717
203	164	2015	2.5e-09	6e-06	-0.131621119
203	164	2015	2.5e-09	1e-05	-0.16637311
203	164	2015	2.5e-09	1.4e-05	-0.264515317
203	164	2015	5e-09	0	0
203	164	2015	5e-09	1e-07	-0.177758906
203	164	2015	5e-09	2.5e-07	-0.23636827
203	164	2015	5e-09	5e-07	-0.300774247
203	164	2015	5e-09	1e-06	-0.399546744
203	164	2015	5e-09	2e-06	-0.585865257
203	164	2015	5e-09	4e-06	0
203	164	2015	5e-09	6e-06	-0.510599998
203	164	2015	5e-09	1e-05	-0.679862295
203	164	2015	5e-09	1.4e-05	-0.753042398
203	164	2015	7.5e-09	0	-0.751483362
203	164	2015	7.5e-09	1e-07	-0.797404122
203	164	2015	7.5e-09	2.5e-07	0
203	164	2015	7.5e-09	5e-07	-0.629892058
203	164	2015	7.5e-09	1e-06	-0.745193013
203	164	2015	7.5e-09	2e-06	-0.771951579
203	164	2015	7.5e-09	4e-06	-0.771211639
203	164	2015	7.5e-09	6e-06	-0.772409236
203	164	2015	7.5e-09	1e-05	0
203	164	2015	7.5e-09	1.4e-05	-0.669424
203	164	2015	1e-08	0	-0.784215051
203	164	2015	1e-08	1e-07	-0.782690131
203	164	2015	1e-08	2.5e-07	-0.758655862
203	164	2015	1e-08	5e-07	-0.773458304
203	164	2015	1e-08	1e-06	0
203	164	2015	1e-08	2e-06	-0.712293724
203	164	2015	1e-08	4e-06	-0.76643677
203	164	2015	1e-08	6e-06	-0.746281513
203	164	2015	1e-08	1e-05	-0.750262808
203	164	2015	1e-08	1.4e-05	-0.762635047
16	164	2015	0	0	0
16	164	2015	0	1e-07	0
16	164	2015	0	2.5e-07	0
16	164	2015	0	5e-07	0
16	164	2015	0	1e-06	0
16	164	2015	0	2e-06	0
16	164	2015	0	4e-06	0
16	164	2015	0	6e-06	-0.0150730189999999
16	164	2015	0	1e-05	-0.319217901
16	164	2015	0	1.4e-05	-0.931605804
16	164	2015	1e-09	0	-0.924272415
16	164	2015	1e-09	1e-07	-0.923655288
16	164	2015	1e-09	2.5e-07	0
16	164	2015	1e-09	5e-07	-0.084563082
16	164	2015	1e-09	1e-06	-0.322201834
16	164	2015	1e-09	2e-06	-0.928944315
16	164	2015	1e-09	4e-06	-0.927893304
16	164	2015	1e-09	6e-06	-0.925568626
16	164	2015	1e-09	1e-05	0
16	164	2015	1e-09	1.4e-05	-0.05259901
16	164	2015	2.5e-09	0	-0.622525015
16	164	2015	2.5e-09	1e-07	-0.931022751
16	164	2015	2.5e-09	2.5e-07	-0.920045812
16	164	2015	2.5e-09	5e-07	-0.91915712
16	164	2015	2.5e-09	1e-06	0
16	164	2015	2.5e-09	2e-06	-0.087754681
